<John_F._Kennedy>	diedIn	<Dallas>	5	1
<John_F._Kennedy>	diedIn	<Parkland_Hospital>	1	1
<John_F._Kennedy>	diedIn	<Florida>	2	0
<John_F._Kennedy>	diedIn	<Congress>	0	0
<Chester_A._Arthur>	diedIn	<New_York_City>	0	1
<Chester_A._Arthur>	diedIn	<Vancouver>	0	0
<Chester_A._Arthur>	diedIn	<Lexington_Avenue>	0	0
<Chester_A._Arthur>	diedIn	<Greenwich>	0	0
<Chester_A._Arthur>	diedIn	<Albany>	1	0
<Chester_A._Arthur>	diedIn	<Perry>	0	0
<Chester_A._Arthur>	diedIn	<Washington>	0	0
<Zachary_Taylor>	diedIn	<Washington,_D.C.>	0	1
<Zachary_Taylor>	diedIn	<Balad>	0	0
<Zachary_Taylor>	diedIn	<Jackson_Memorial_Hospital>	0	0
<Zachary_Taylor>	diedIn	<Changsha>	0	0
<Rutherford_B._Hayes>	diedIn	<Ohio>	0	1
<Rutherford_B._Hayes>	diedIn	<Memphis>	0	0
<John_Adams>	diedIn	<Quincy,_Massachusetts>	0	1
<John_Adams>	diedIn	<Capitol_Building>	0	0
<John_Adams>	diedIn	<Ramadi>	0	0
<John_Adams>	diedIn	<Valley_Regional_Hospital>	0	0
<John_Adams>	diedIn	<Willard>	0	0
<John_Adams>	diedIn	<Batesville>	0	0
<John_Tyler>	diedIn	<Virginia>	1	1
<John_Tyler>	diedIn	<Grove>	0	0
<John_Tyler>	diedIn	<Charles_City_County>	0	1
<John_Tyler>	diedIn	<Richmond>	2	1
<John_Tyler>	diedIn	<James_River>	0	0
<John_Tyler>	diedIn	<Walnut_Grove>	0	1
<John_F._Kennedy>	graduatedFrom	<Harvard_University>	5	1
<John_F._Kennedy>	graduatedFrom	<Munich>	0	0
<John_F._Kennedy>	graduatedFrom	<Cambridge>	0	0
<John_F._Kennedy>	graduatedFrom	<Brown_University>	0	0
<John_F._Kennedy>	graduatedFrom	<Radcliffe_College>	0	0
<John_F._Kennedy>	graduatedFrom	<Delta_College>	0	0
<John_F._Kennedy>	graduatedFrom	<Columbia>	1	0
<John_F._Kennedy>	graduatedFrom	<Southwest_Texas_State_University>	0	0
<John_F._Kennedy>	graduatedFrom	<Delaware_County_Community_College>	0	0
<John_F._Kennedy>	graduatedFrom	<Harvard_College>	2	1
<John_F._Kennedy>	graduatedFrom	<Massachusetts>	2	0
<James_K._Polk>	graduatedFrom	<University_of_North_Carolina_at_Chapel_Hill>	0	1
<James_K._Polk>	graduatedFrom	<University>	1	0
